UNIXTIME,DATE,TIME,RADIATION,TEMPERATURE,PRESSURE,HUMIDITY,WINDDIRECTION,SPEED,TIMESUNRISE,TIMESUNSET
1474767620,09-24-2016,15:40:20,681.76,61.0,30.446,89.0,14.6,11.2,06:12:00,18:17:00
1474767321,09-24-2016,15:35:21,684.71,60.0,30.427,90.0,22.400000000000002,45.0,06:12:00,18:17:00
1474767020,09-24-2016,15:30:20,298.25,60.0,30.45,91.0,20.97,33.7,06:12:00,18:17:00
1474766720,09-24-2016,15:25:20,335.49,60.0,30.422,91.0,15.89,45.0,06:12:00,18:17:00
1474766421,09-24-2016,15:20:21,360.49,60.0,30.413,92.0,29.75,45.0,06:12:00,18:17:00
1474766124,09-24-2016,15:15:24,422.87,59.0,30.506,92.0,1.1,33.7,06:12:00,18:17:00
1474765819,09-24-2016,15:10:19,240.64,59.0,30.422,93.0,17.82,33.7,06:12:00,18:17:00
1474765519,09-24-2016,15:05:19,253.67,59.0,30.453,93.0,35.64,33.7,06:12:00,18:17:00
1474765220,09-24-2016,15:00:20,228.14,59.0,30.519,92.0,24.02,22.5,06:12:00,18:17:00
1474764923,09-24-2016,14:55:23,222.75,59.0,30.489,92.0,33.44,33.7,06:12:00,18:17:00
1474764618,09-24-2016,14:50:18,127.81,59.0,30.426,92.0,348.88,45.0,06:12:00,18:17:00
1474764320,09-24-2016,14:45:20,129.92,59.0,30.567,90.0,9.41,45.0,06:12:00,18:17:00
1474764020,09-24-2016,14:40:20,126.93,59.0,30.475,91.0,353.76,33.7,06:12:00,18:17:00
1474763720,09-24-2016,14:35:20,18.0,59.0,30.347,92.0,28.54,33.7,06:12:00,18:17:00
1474763420,09-24-2016,14:30:20,102.21,59.0,30.497,91.0,39.0,33.7,06:12:00,18:17:00
1474763117,09-24-2016,14:25:17,831.0,59.0,30.377,90.0,15.92,22.5,06:12:00,18:17:00
1474762821,09-24-2016,14:20:21,963.1,59.0,30.348,90.0,15.86,33.7,06:12:00,18:17:00
1474762522,09-24-2016,14:15:22,289.58,59.0,30.502,90.0,6.02,11.2,06:12:00,18:13:00
1474762219,09-24-2016,14:10:19,117.52,59.0,30.429,89.0,358.48,6.75,06:12:00,18:17:00
1474761923,09-24-2016,14:05:23,289.58,59.0,30.472,89.0,359.4,11.2,06:12:00,18:17:00
1474761618,09-24-2016,14:00:18,141.29,59.0,30.445,90.0,336.54,9.0,06:12:00,18:17:00
1474761321,09-24-2016,13:55:21,289.58,60.0,30.31,90.0,350.57,7.87,06:12:00,18:17:00
1474761030,09-24-2016,13:50:30,289.58,60.0,30.463,88.0,336.49,33.7,06:12:00,18:17:00
1474760725,09-24-2016,13:45:25,162.76,60.0,30.488,89.0,332.95,11.2,06:12:00,18:17:00
1474760420,09-24-2016,13:40:20,290.83,59.0,30.415,89.0,333.89,6.75,06:12:00,18:17:00
1474760123,09-24-2016,13:35:23,125.38,59.0,30.378,89.0,350.71,22.5,06:12:00,18:17:00
1474759822,09-24-2016,13:30:22,133.03,59.0,30.48,89.0,336.7,45.0,06:12:00,18:17:00
1474759519,09-24-2016,13:25:19,145.0,60.0,30.473,89.0,11.03,5.62,06:12:00,18:17:00
1474759219,09-24-2016,13:20:19,220.23,60.0,30.522,90.0,10.2,45.0,06:12:00,18:17:00
1474758924,09-24-2016,13:15:24,285.27,60.0,30.424,68.8,5.8,5.62,06:12:00,18:17:00
1474758619,09-24-2016,13:10:19,530.56,60.0,30.411,68.8,19.96,5.62,06:12:00,18:17:00
1474758320,09-24-2016,13:05:20,394.28,60.0,30.496,91.0,359.76,5.62,06:12:00,18:17:00
1474758022,09-24-2016,13:00:22,391.14,60.0,30.444,89.0,27.92,33.7,06:12:00,18:17:00
1474757721,09-24-2016,12:55:21,222.25,60.0,30.434,91.0,359.93,7.87,06:12:00,18:17:00
1474757425,09-24-2016,12:50:25,289.58,60.0,30.381,91.0,23.700000000000003,7.87,06:12:00,18:17:00
1474757122,09-24-2016,12:45:22,624.65,60.0,30.494,90.0,1.1,6.75,06:12:00,18:17:00
1474756821,09-24-2016,12:40:21,12.55,59.0,30.447,89.0,17.67,6.75,06:12:00,18:17:00
1474756527,09-24-2016,12:35:27,299.84,59.0,30.546,89.0,8.6,5.62,06:12:00,18:17:00
1474756220,09-24-2016,12:30:20,275.08,54.4,30.451,89.0,336.31,5.62,06:12:00,18:17:00
1474755922,09-24-2016,12:25:22,147.01,60.0,30.429,88.0,18.26,9.0,06:12:00,18:17:00
1474755618,09-24-2016,12:20:18,112.05,60.0,30.448,68.8,358.25,5.62,06:12:00,18:17:00
1474755320,09-24-2016,12:15:20,128.25,60.0,30.392,89.0,332.06,5.62,06:12:00,18:17:00
1474755021,09-24-2016,12:10:21,144.48,61.0,30.552,88.0,17.4,10.12,06:12:00,18:17:00
1474754725,09-24-2016,12:05:25,128.72,61.0,30.501,84.0,11.26,5.62,06:12:00,18:17:00
1474754420,09-24-2016,12:00:20,828.1,62.0,30.381,68.8,307.15,6.75,06:12:00,18:17:00
1474754122,09-24-2016,11:55:22,16.04,63.0,30.478,83.0,49.25,33.7,06:12:00,18:17:00
1474753823,09-24-2016,11:50:23,13.24,63.0,30.488,83.0,352.31,33.7,06:12:00,18:17:00
1474753522,09-24-2016,11:45:22,289.58,64.0,30.559,79.0,90.25,45.0,06:12:00,18:17:00
1474753224,09-24-2016,11:40:24,654.55,63.0,30.375,78.0,359.83,6.75,06:12:00,18:13:00
1474752928,09-24-2016,11:35:28,49.64,64.0,30.459,80.0,336.44,6.75,06:12:00,18:17:00
1474752626,09-24-2016,11:30:26,12.19,54.4,30.605,82.0,13.57,7.87,06:12:00,18:17:00
1474752322,09-24-2016,11:25:22,289.58,63.0,30.487,81.0,320.94,33.7,06:12:00,18:17:00
1474752022,09-24-2016,11:20:22,109.33,63.0,30.432,83.0,59.87,10.12,06:12:00,18:17:00
1474751720,09-24-2016,11:15:20,735.31,63.0,30.504,85.0,22.0,33.7,06:12:00,18:17:00
1474751424,09-24-2016,11:10:24,12.49,62.0,30.423,83.0,37.42,45.0,06:12:00,18:17:00
1474751122,09-24-2016,11:05:22,11.71,62.0,30.472,88.0,345.84,6.75,06:12:00,18:17:00
1474750820,09-24-2016,11:00:20,804.96,62.0,30.446,89.0,37.8,9.0,06:12:00,18:17:00
1474750522,09-24-2016,10:55:22,734.86,54.4,30.42280884353741,89.0,8.72,7.87,06:12:00,18:17:00
1474750223,09-24-2016,10:50:23,11.5,62.0,30.435,87.0,30.39,5.62,06:12:00,18:17:00
1474749922,09-24-2016,10:45:22,11.19,61.0,30.427,89.0,28.07,6.75,06:12:00,18:17:00
1474749623,09-24-2016,10:40:23,11.04,61.0,30.445,68.8,1.3,6.75,06:12:00,18:13:00
1474749318,09-24-2016,10:35:18,10.07,61.0,30.447,91.0,45.26,5.62,06:12:00,18:17:00
1474749023,09-24-2016,10:30:23,365.32,61.0,30.464,91.0,11.57,6.75,06:12:00,18:17:00
1474748725,09-24-2016,10:25:25,855.12,61.0,30.535,91.0,14.04,7.87,06:12:00,18:17:00
1474748425,09-24-2016,10:20:25,285.67,61.0,30.402,91.0,40.88,45.0,06:12:00,18:17:00
1474748120,09-24-2016,10:15:20,912.6,61.0,30.475,88.0,14.299999999999999,6.75,06:12:00,18:17:00
1474747819,09-24-2016,10:10:19,289.58,62.0,30.514,90.0,6.47,5.62,06:12:00,18:17:00
1474747522,09-24-2016,10:05:22,867.08,62.0,30.457,87.0,27.69,6.75,06:12:00,18:17:00
1474747219,09-24-2016,10:00:19,845.17,62.0,30.446,85.0,34.38,45.0,06:12:00,18:17:00
1474746925,09-24-2016,09:55:25,289.58,62.0,30.538,85.0,18.85,5.62,06:12:00,18:17:00
1474746624,09-24-2016,09:50:24,289.58,62.0,30.545,84.0,43.97,45.0,06:12:00,18:13:00
1474746324,09-24-2016,09:45:24,289.58,62.0,30.445,82.0,62.74,22.5,06:12:00,18:17:00
1474746020,09-24-2016,09:40:20,289.58,62.0,30.446,79.0,1.1,6.75,06:12:00,18:17:00
1474745720,09-24-2016,09:35:20,289.58,62.0,30.539,78.0,46.37,18.73,06:12:00,18:13:00
1474745423,09-24-2016,09:30:23,758.48,61.0,30.537,79.0,35.79,11.2,06:12:00,18:17:00
1474745122,09-24-2016,09:25:22,289.58,61.0,30.484,80.0,35.82,18.73,06:12:00,18:17:00
1474744819,09-24-2016,09:20:19,724.58,61.0,30.6,81.0,46.2,22.5,06:12:00,18:17:00
1474744524,09-24-2016,09:15:24,289.58,61.0,30.381,68.8,6.8,22.5,06:12:00,18:17:00
1474744220,09-24-2016,09:10:20,681.58,61.0,30.561,68.8,336.49,22.5,06:12:00,18:17:00
1474743921,09-24-2016,09:05:21,289.58,61.0,30.611,78.0,16.64,18.73,06:12:00,18:17:00
1474743618,09-24-2016,09:00:18,619.35,61.0,30.514,68.8,174.06,22.5,06:12:00,18:17:00
1474743324,09-24-2016,08:55:24,611.55,60.0,30.493,79.0,13.23,22.5,06:12:00,18:17:00
1474743019,09-24-2016,08:50:19,612.65,60.0,30.454,68.8,13.48,22.5,06:12:00,18:17:00
1474742725,09-24-2016,08:45:25,593.14,60.0,30.464,81.0,23.62,10.0,06:12:00,18:17:00
1474742421,09-24-2016,08:40:21,566.04,60.0,30.479,83.0,54.16,33.7,06:12:00,18:17:00
1474742120,09-24-2016,08:35:20,547.06,60.0,30.541,83.0,27.45,11.2,06:12:00,18:13:00
1474741822,09-24-2016,08:30:22,530.87,60.0,30.501,85.0,44.63,18.73,06:12:00,18:17:00
1474741521,09-24-2016,08:25:21,498.45,60.0,30.495,68.8,54.02,10.0,06:12:00,18:17:00
1474741219,09-24-2016,08:20:19,475.13,60.0,30.344,85.0,66.62,10.0,06:12:00,18:17:00
1474740919,09-24-2016,08:15:19,451.15,60.0,30.437,87.0,20.02,11.2,06:12:00,18:17:00
1474740621,09-24-2016,08:10:21,436.02,54.4,30.534,87.0,116.51,22.5,06:12:00,18:17:00
1474740320,09-24-2016,08:05:20,421.08,60.0,30.529,88.0,116.55,11.2,06:12:00,18:17:00
1474740020,09-24-2016,08:00:20,406.51,59.0,30.454,88.0,120.34,11.2,06:12:00,18:17:00
1474739719,09-24-2016,07:55:19,289.58,59.0,30.627,88.0,90.0,10.0,06:12:00,18:17:00
1474739422,09-24-2016,07:50:22,350.74,58.0,30.338,68.8,117.4,33.7,06:12:00,18:17:00
1474739122,09-24-2016,07:45:22,346.35,57.0,30.476,68.8,136.36,33.7,06:12:00,18:17:00
1474738819,09-24-2016,07:40:19,334.44,56.0,30.378,91.0,86.36,11.2,06:12:00,18:17:00
1474738524,09-24-2016,07:35:24,312.36,55.0,30.387,94.0,86.49,22.5,06:12:00,18:17:00
1474738225,09-24-2016,07:30:25,290.54,53.0,30.479,96.0,176.39,11.2,06:12:00,18:17:00
1474737922,09-24-2016,07:25:22,266.95,52.0,30.441,96.0,176.38,11.2,06:12:00,18:17:00
1474737621,09-24-2016,07:20:21,289.58,54.4,30.364,95.0,176.38,33.7,06:12:00,18:17:00
1474737318,09-24-2016,07:15:18,214.19,51.0,30.517,96.0,176.37,45.0,06:12:00,18:17:00
1474737019,09-24-2016,07:10:19,185.15,54.4,30.401,97.0,176.33,33.7,06:12:00,18:17:00
1474736722,09-24-2016,07:05:22,542.2,50.0,30.449,96.0,174.36,33.7,06:12:00,18:17:00
1474736425,09-24-2016,07:00:25,298.4,49.0,30.505,96.0,174.34,33.7,06:12:00,18:17:00
1474736123,09-24-2016,06:55:23,280.6,49.0,30.484,95.0,174.3,22.5,06:12:00,18:17:00
1474735822,09-24-2016,06:50:22,265.2,49.0,30.459,94.0,174.31,45.0,06:12:00,18:17:00
1474735518,09-24-2016,06:45:18,243.5,49.0,30.381,94.0,173.4,33.7,06:12:00,18:17:00
1474735219,09-24-2016,06:40:19,221.9,49.0,30.393,93.0,171.42,45.0,06:12:00,18:17:00
1474734920,09-24-2016,06:35:20,200.4,49.0,30.515,93.0,176.43,33.7,06:12:00,18:17:00
1474734619,09-24-2016,06:30:19,289.58,49.0,30.448,93.0,176.83,5.62,06:12:00,18:17:00
1474734320,09-24-2016,06:25:20,143.6,54.4,30.516,93.0,174.47,5.62,06:12:00,18:17:00
1474734020,09-24-2016,06:20:20,116.9,49.0,30.326,93.0,176.07,6.75,06:12:00,18:17:00
1474733723,09-24-2016,06:15:23,825.0,49.0,30.475,93.0,178.45,6.75,06:12:00,18:17:00
1474733423,09-24-2016,06:10:23,567.0,49.0,30.316,94.0,179.74,7.87,06:12:00,18:17:00
1474733118,09-24-2016,06:05:18,318.0,49.0,30.4,94.0,178.3,7.87,06:12:00,18:17:00
1474732824,09-24-2016,06:00:24,172.0,49.0,30.498,94.0,178.82,6.75,06:12:00,18:17:00
1474732518,09-24-2016,05:55:18,124.0,49.0,30.436,95.0,177.88,5.62,06:12:00,18:17:00
1474732221,09-24-2016,05:50:21,123.0,48.0,30.421,95.0,176.88,6.75,06:12:00,18:17:00
1474731926,09-24-2016,05:45:26,119.0,48.0,30.323,95.0,177.39,7.87,06:12:00,18:17:00
1474731619,09-24-2016,05:40:19,120.0,48.0,30.484,95.0,177.78,5.62,06:12:00,18:13:00
1474731325,09-24-2016,05:35:25,118.0,48.0,30.397,95.0,178.79,5.62,06:12:00,18:17:00
1474731019,09-24-2016,05:30:19,121.0,48.0,30.451,95.0,187.01,45.0,06:12:00,18:17:00
1474730722,09-24-2016,05:25:22,120.0,48.0,30.416,95.0,186.2,18.73,06:12:00,18:17:00
1474730420,09-24-2016,05:20:20,125.0,48.0,30.419,95.0,186.39,22.5,06:12:00,18:17:00
1474730123,09-24-2016,05:15:23,124.0,54.4,30.441,68.8,184.48,5.62,06:12:00,18:17:00
1474729822,09-24-2016,05:10:22,123.0,49.0,30.483,95.0,184.43,22.5,06:12:00,18:17:00
1474729522,09-24-2016,05:05:22,124.0,49.0,30.413,95.0,184.43,33.7,06:12:00,18:17:00
1474729224,09-24-2016,05:00:24,124.0,49.0,30.447,95.0,184.42,45.0,06:12:00,18:17:00
1474728934,09-24-2016,04:55:34,122.0,49.0,30.469,95.0,182.53,45.0,06:12:00,18:17:00
1474728618,09-24-2016,04:50:18,122.0,49.0,30.466,68.8,183.33,5.62,06:12:00,18:17:00
1474728321,09-24-2016,04:45:21,124.0,49.0,30.342,96.0,182.85,6.75,06:12:00,18:17:00
1474728021,09-24-2016,04:40:21,122.0,49.0,30.47,96.0,176.22,6.75,06:12:00,18:17:00
1474727723,09-24-2016,04:35:23,122.0,49.0,30.42280884353741,97.0,170.88,45.0,06:12:00,18:17:00
1474727423,09-24-2016,04:30:23,123.0,54.4,30.506,96.0,169.21,45.0,06:12:00,18:17:00
1474727119,09-24-2016,04:25:19,289.58,49.0,30.525,96.0,167.31,45.0,06:12:00,18:17:00
1474726821,09-24-2016,04:20:21,124.0,49.0,30.399,96.0,169.13,5.62,06:12:00,18:17:00
1474726521,09-24-2016,04:15:21,122.0,49.0,30.42280884353741,96.0,168.32,45.0,06:12:00,18:17:00
1474726220,09-24-2016,04:10:20,124.0,49.0,30.448,96.0,166.61,45.0,06:12:00,18:17:00
1474725920,09-24-2016,04:05:20,125.0,49.0,30.396,96.0,166.58,33.7,06:12:00,18:17:00
1474725624,09-24-2016,04:00:24,124.0,49.0,30.426,96.0,166.58,22.5,06:12:00,18:17:00
1474725320,09-24-2016,03:55:20,123.0,54.4,30.438,96.0,166.57,22.5,06:12:00,18:17:00
1474725023,09-24-2016,03:50:23,126.0,50.0,30.478,68.8,166.57,22.5,06:12:00,18:17:00
1474724735,09-24-2016,03:45:35,124.0,50.0,30.42280884353741,98.0,166.57,22.5,06:12:00,18:17:00
1474724419,09-24-2016,03:40:19,122.0,50.0,30.463,97.0,166.57,18.73,06:12:00,18:17:00
1474724118,09-24-2016,03:35:18,126.0,50.0,30.397,96.0,166.56,22.5,06:12:00,18:13:00
1474723820,09-24-2016,03:30:20,123.0,50.0,30.46,96.0,180.77,33.7,06:12:00,18:17:00
1474723522,09-24-2016,03:25:22,124.0,50.0,30.443,68.8,177.78,33.7,06:12:00,18:17:00
1474723222,09-24-2016,03:20:22,127.0,50.0,30.458,97.0,176.13,45.0,06:12:00,18:17:00
1474722922,09-24-2016,03:15:22,124.0,50.0,30.484,97.0,192.5,5.62,06:12:00,18:17:00
1474722620,09-24-2016,03:10:20,124.0,50.0,30.402,98.0,189.77,6.75,06:12:00,18:17:00
1474722320,09-24-2016,03:05:20,289.58,54.4,30.445,98.0,190.26,6.75,06:12:00,18:17:00
1474722021,09-24-2016,03:00:21,289.58,50.0,30.488,68.8,186.98,6.75,06:12:00,18:17:00
1474721727,09-24-2016,02:55:27,121.0,50.0,30.38,99.0,185.47,33.7,06:12:00,18:17:00
1474721423,09-24-2016,02:50:23,289.58,50.0,30.438,98.0,185.47,45.0,06:12:00,18:17:00
1474721125,09-24-2016,02:45:25,129.0,50.0,30.388,98.0,183.69,18.73,06:12:00,18:17:00
1474720838,09-24-2016,02:40:38,122.0,50.0,30.445,98.0,183.69,22.5,06:12:00,18:17:00
1474720520,09-24-2016,02:35:20,123.0,50.0,30.464,98.0,180.64,18.73,06:12:00,18:17:00
1474720220,09-24-2016,02:30:20,123.0,50.0,30.436,98.0,179.17,33.7,06:12:00,18:17:00
1474719918,09-24-2016,02:25:18,123.0,50.0,30.443,98.0,179.17,33.7,06:12:00,18:17:00
1474719621,09-24-2016,02:20:21,125.0,50.0,30.45,98.0,179.17,22.5,06:12:00,18:17:00
1474719318,09-24-2016,02:15:18,289.58,51.0,30.523,68.8,179.17,33.7,06:12:00,18:17:00
1474719021,09-24-2016,02:10:21,289.58,51.0,30.297,98.0,179.17,22.5,06:12:00,18:17:00
1474718723,09-24-2016,02:05:23,123.0,51.0,30.43,98.0,179.17,22.5,06:12:00,18:17:00
1474718419,09-24-2016,02:00:19,289.58,51.0,30.412,98.0,179.17,33.7,06:12:00,18:17:00
1474718119,09-24-2016,01:55:19,122.0,51.0,30.462,98.0,179.18,33.7,06:12:00,18:17:00
1474717820,09-24-2016,01:50:20,125.0,51.0,30.455,98.0,179.17,33.7,06:12:00,18:17:00
1474717520,09-24-2016,01:45:20,123.0,51.0,30.546,98.0,179.32,33.7,06:12:00,18:17:00
1474717224,09-24-2016,01:40:24,123.0,51.0,30.488,98.0,184.58,22.5,06:12:00,18:17:00
1474716918,09-24-2016,01:35:18,129.0,51.0,30.42,98.0,184.64,33.7,06:12:00,18:17:00
1474716626,09-24-2016,01:30:26,126.0,51.0,30.42280884353741,98.0,186.28,45.0,06:12:00,18:17:00
1474716322,09-24-2016,01:25:22,126.0,51.0,30.53,98.0,185.87,5.62,06:12:00,18:17:00
1474716024,09-24-2016,01:20:24,122.0,54.4,30.467,68.8,185.87,45.0,06:12:00,18:17:00
1474715719,09-24-2016,01:15:19,121.0,51.0,30.482,68.8,185.86,18.73,06:12:00,18:17:00
1474715426,09-24-2016,01:10:26,123.0,51.0,30.481,98.0,185.78,45.0,06:12:00,18:13:00
1474714826,09-24-2016,01:00:26,124.0,52.0,30.452,97.0,184.74,45.0,06:12:00,18:17:00
1474714221,09-24-2016,00:50:21,123.0,54.4,30.44,97.0,184.54,33.7,06:12:00,18:17:00
1474713921,09-24-2016,00:45:21,289.58,52.0,30.474,97.0,184.54,22.5,06:12:00,18:17:00
1474713618,09-24-2016,00:40:18,125.0,53.0,30.529,97.0,184.54,22.5,06:12:00,18:17:00
1474713319,09-24-2016,00:35:19,124.0,53.0,30.434,97.0,184.54,22.5,06:12:00,18:17:00
1474713020,09-24-2016,00:30:20,123.0,53.0,30.504,97.0,184.54,22.5,06:12:00,18:17:00
1474712722,09-24-2016,00:25:22,122.0,54.0,30.505,68.8,185.41,22.5,06:12:00,18:17:00
1474712421,09-24-2016,00:20:21,122.0,54.0,30.538,97.0,186.1,22.5,06:12:00,18:17:00
1474711821,09-24-2016,00:10:21,126.0,54.0,30.426,97.0,186.14,10.0,06:12:00,18:17:00
1474711520,09-24-2016,00:05:20,124.0,54.0,30.463,98.0,186.14,10.0,06:12:00,18:13:00
1474711222,09-24-2016,00:00:22,125.0,54.0,30.486,98.0,186.14,10.0,06:12:00,18:17:00
1474710919,09-23-2016,23:55:19,289.58,54.0,30.436,98.0,186.14,10.0,06:12:00,18:13:00
1474710618,09-23-2016,23:50:18,126.0,53.0,30.405,68.8,186.14,11.2,06:12:00,18:13:00
1474710323,09-23-2016,23:45:23,125.0,53.0,30.448,68.8,119.22,22.5,06:12:00,18:18:00
1474710019,09-23-2016,23:40:19,125.0,53.0,30.469,99.0,117.45,10.0,06:12:00,18:18:00
1474709723,09-23-2016,23:35:23,289.58,53.0,30.488,99.0,115.46,10.0,06:12:00,18:18:00
1474709420,09-23-2016,23:30:20,122.0,53.0,30.42280884353741,98.0,157.27,45.0,06:12:00,18:18:00
1474709118,09-23-2016,23:25:18,127.0,53.0,30.475,98.0,189.16,33.7,06:12:00,18:18:00
1474708821,09-23-2016,23:20:21,123.0,53.0,30.446,98.0,249.87,22.5,06:12:00,18:18:00
1474708522,09-23-2016,23:15:22,124.0,54.0,30.434,98.0,249.89,22.5,06:12:00,18:18:00
1474708221,09-23-2016,23:10:21,125.0,53.0,30.474,68.8,221.24,33.7,06:12:00,18:18:00
1474707923,09-23-2016,23:05:23,124.0,53.0,30.439,98.0,216.54,5.62,06:12:00,18:18:00
1474707621,09-23-2016,23:00:21,126.0,54.4,30.441,99.0,144.34,33.7,06:12:00,18:18:00
1474707327,09-23-2016,22:55:27,125.0,53.0,30.429,99.0,166.37,5.62,06:12:00,18:13:00
1474707020,09-23-2016,22:50:20,121.0,53.0,30.514,68.8,166.72,11.2,06:12:00,18:18:00
1474706720,09-23-2016,22:45:20,289.58,53.0,30.57,100.0,168.01,33.7,06:12:00,18:18:00
1474706423,09-23-2016,22:40:23,289.58,53.0,30.53,100.0,163.68,33.7,06:12:00,18:13:00
1474706123,09-23-2016,22:35:23,123.0,53.0,30.51,100.0,130.08,11.2,06:12:00,18:18:00
1474705820,09-23-2016,22:30:20,125.0,53.0,30.49,100.0,152.83,33.7,06:12:00,18:18:00
1474705523,09-23-2016,22:25:23,126.0,53.0,30.597,100.0,65.59,22.5,06:12:00,18:18:00
1474705224,09-23-2016,22:20:24,126.0,53.0,30.546,10.1,122.91,11.2,06:12:00,18:18:00
1474704922,09-23-2016,22:15:22,126.0,54.4,30.455,68.8,124.99,11.2,06:12:00,18:18:00
1474704620,09-23-2016,22:10:20,126.0,53.0,30.451,10.1,111.26,11.2,06:12:00,18:18:00
1474704321,09-23-2016,22:05:21,122.0,54.0,30.519,68.8,95.18,10.0,06:12:00,18:18:00
1474704023,09-23-2016,22:00:23,124.0,54.0,30.54,10.1,144.83,22.5,06:12:00,18:18:00
1474703721,09-23-2016,21:55:21,124.0,54.4,30.516,68.8,146.96,22.5,06:12:00,18:18:00
1474703422,09-23-2016,21:50:22,125.0,54.0,30.492,10.1,146.96,11.2,06:12:00,18:18:00
1474703119,09-23-2016,21:45:19,127.0,54.0,30.52,10.1,146.96,33.7,06:12:00,18:18:00
1474702819,09-23-2016,21:40:19,289.58,54.0,30.49,10.1,146.96,45.0,06:12:00,18:18:00
1474702525,09-23-2016,21:35:25,125.0,53.0,30.485,10.1,145.53,22.5,06:12:00,18:18:00
1474702223,09-23-2016,21:30:23,289.58,54.0,30.642,10.1,147.51,33.7,06:12:00,18:18:00
1474701922,09-23-2016,21:25:22,289.58,54.0,30.464,10.1,151.51,33.7,06:12:00,18:18:00
1474701622,09-23-2016,21:20:22,122.0,54.0,30.518,10.1,132.88,33.7,06:12:00,18:18:00
1474701320,09-23-2016,21:15:20,289.58,54.0,30.431,10.1,129.13,11.2,06:12:00,18:18:00
1474701021,09-23-2016,21:10:21,289.58,54.0,30.505,10.1,129.12,10.0,06:12:00,18:18:00
1474700720,09-23-2016,21:05:20,125.0,54.0,30.712,10.1,129.12,10.0,06:12:00,18:18:00
1474700421,09-23-2016,21:00:21,125.0,54.0,30.441,101.0,129.12,11.2,06:12:00,18:18:00
1474700118,09-23-2016,20:55:18,124.0,54.0,30.509,10.1,129.16,22.5,06:12:00,18:18:00
1474699824,09-23-2016,20:50:24,289.58,54.0,30.402,10.1,128.02,11.2,06:12:00,18:18:00
1474699523,09-23-2016,20:45:23,126.0,54.0,30.423,10.1,134.3,10.0,06:12:00,18:18:00
1474699222,09-23-2016,20:40:22,125.0,54.0,30.407,10.1,134.3,22.5,06:12:00,18:18:00
1474698920,09-23-2016,20:35:20,125.0,54.0,30.471,10.1,134.31,22.5,06:12:00,18:18:00
1474698621,09-23-2016,20:30:21,125.0,54.0,30.446,10.1,132.89,11.2,06:12:00,18:18:00
1474698319,09-23-2016,20:25:19,126.0,54.0,30.457,10.1,135.18,18.73,06:12:00,18:18:00
1474698021,09-23-2016,20:20:21,124.0,54.0,30.593,10.1,155.62,22.5,06:12:00,18:18:00
1474697725,09-23-2016,20:15:25,126.0,54.0,30.507,10.1,139.63,45.0,06:12:00,18:13:00
1474697420,09-23-2016,20:10:20,124.0,54.0,30.534,10.1,151.08,22.5,06:12:00,18:18:00
1474697119,09-23-2016,20:05:19,122.0,54.0,30.42280884353741,10.1,95.08,18.73,06:12:00,18:18:00
1474696819,09-23-2016,20:00:19,124.0,54.0,30.451,10.1,128.48,22.5,06:12:00,18:18:00
1474696522,09-23-2016,19:55:22,126.0,54.0,30.479,68.8,114.84,33.7,06:12:00,18:18:00
1474696223,09-23-2016,19:50:23,127.0,54.0,30.464,10.1,75.88,22.5,06:12:00,18:13:00
1474695918,09-23-2016,19:45:18,127.0,54.0,30.566,10.1,77.77,11.2,06:12:00,18:18:00
1474695624,09-23-2016,19:40:24,126.0,54.0,30.447,10.1,90.61,33.7,06:12:00,18:18:00
1474695323,09-23-2016,19:35:23,124.0,54.0,30.444,10.1,81.62,33.7,06:12:00,18:18:00
1474695021,09-23-2016,19:30:21,289.58,54.4,30.466,10.1,69.29,5.62,06:12:00,18:18:00
1474694723,09-23-2016,19:25:23,127.0,54.0,30.381,10.1,68.36,22.5,06:12:00,18:18:00
1474694422,09-23-2016,19:20:22,125.0,54.0,30.439,68.8,68.53,45.0,06:12:00,18:13:00
1474694124,09-23-2016,19:15:24,125.0,54.0,30.47,10.1,51.65,33.7,06:12:00,18:18:00
1474693819,09-23-2016,19:10:19,125.0,54.0,30.496,10.1,90.97,22.5,06:12:00,18:18:00
1474693521,09-23-2016,19:05:21,126.0,55.0,30.537,10.1,95.63,22.5,06:12:00,18:18:00
1474693222,09-23-2016,19:00:22,124.0,55.0,30.477,10.1,68.93,45.0,06:12:00,18:18:00
1474692923,09-23-2016,18:55:23,123.0,54.4,30.386,10.1,99.54,33.7,06:12:00,18:18:00
1474692621,09-23-2016,18:50:21,289.58,55.0,30.436,10.1,100.2,33.7,06:12:00,18:18:00
1474692319,09-23-2016,18:45:19,124.0,55.0,30.445,10.1,63.16,22.5,06:12:00,18:18:00
1474692024,09-23-2016,18:40:24,124.0,55.0,30.446,10.1,47.56,22.5,06:12:00,18:18:00
1474691724,09-23-2016,18:35:24,124.0,55.0,30.531,100.0,89.07,22.5,06:12:00,18:18:00
1474691422,09-23-2016,18:30:22,126.0,55.0,30.455,100.0,90.43,33.7,06:12:00,18:18:00
1474691119,09-23-2016,18:25:19,126.0,55.0,30.399,100.0,53.96,45.0,06:12:00,18:18:00
1474690822,09-23-2016,18:20:22,126.0,55.0,30.466,100.0,57.09,22.5,06:12:00,18:18:00
1474690521,09-23-2016,18:15:21,125.0,55.0,30.495,100.0,90.83,45.0,06:12:00,18:18:00
1474690223,09-23-2016,18:10:23,165.0,55.0,30.456,100.0,128.4,11.2,06:12:00,18:18:00
1474689921,09-23-2016,18:05:21,219.0,54.4,30.479,100.0,75.23,33.7,06:12:00,18:18:00
