UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1474723522,09-24-2016,03:25:22,1.24,50.0,30.443359179526567,,177.78,3.37,06:12:00,18:17:00
1474723222,09-24-2016,03:20:22,1.27,50.0,30.457949287950413,97.0,176.13,4.5,06:12:00,18:17:00
1474722922,2016-09-24,03:15:22,1.24,50.0,30.484151160973255,97.0,192.5,5.62,06:12:00,18:17:00
1474722620,09-24-2016,03:10:20,1.24,50.0,30.401680883498678,98.0,189.77,6.75,06:12:00,18:17:00
1474722320,2016-09-24,03:05:20,,,30.44482612101533,980.0,190.26,6.75,06:12:00,18:17:00
1474722021,09-24-2016,03:00:21,,50.0,30.488254223147205,,186.98,6.75,06:12:00,18:17:00
1474721727,09-24-2016,02:55:27,1.21,50.0,30.380201145305254,99.0,185.47,3.37,06:12:00,18:17:00
1474721423,2016-09-24,02:50:23,,50.0,30.43764139437077,98.0,185.47,4.5,06:12:00,18:17:00
1474721125,09-24-2016,02:45:25,1.29,50.0,30.38762791351289,98.0,183.69,,06:12:00,18:17:00
1474720838,2016-09-24,02:40:38,1.22,50.0,30.444844058571082,98.0,183.69,2.25,06:12:00,18:17:00
1474720520,24/09/2016,02:35:20,1.23,500.0,30.463672823671796,98.0,180.64,,06:12:00,18:17:00
1474720220,09-24-2016,02:30:20,1.23,50.0,30.435670145987004,98.0,179.17,3.37,06:12:00,18:17:00
1474719918,24/09/2016,02:25:18,1.23,50.0,30.44314435618909,98.0,179.17,3.37,06:12:00,18:17:00
1474719621,09-24-2016,02:20:21,1.25,50.0,30.450030915248753,98.0,179.17,2.25,06:12:00,18:17:00
1474719318,24/09/2016,02:15:18,,51.0,30.522640560095383,,179.17,3.37,06:12:00,18:17:00
1474719021,24/09/2016,02:10:21,,51.0,30.297117010188316,98.0,179.17,2.25,06:12:00,18:17:00
1474718723,2016-09-24,02:05:23,1.23,51.0,30.429674251072278,98.0,179.17,2.25,06:12:00,18:17:00
1474718419,2016-09-24,02:00:19,,51.0,30.41249467577131,98.0,179.17,3.37,06:12:00,18:17:00
1474718119,24/09/2016,01:55:19,1.22,510.0,30.461519608858016,98.0,179.18,3.37,06:12:00,18:17:00
1474717820,24/09/2016,01:50:20,1.25,51.0,30.45485505929328,98.0,179.17,3.37,06:12:00,18:17:00
1474717520,24/09/2016,01:45:20,1.23,51.0,30.545864320866656,98.0,179.32,3.37,06:12:00,18:17:00
1474717224,24/09/2016,01:40:24,1.23,51.0,30.487568544818462,98.0,184.58,2.25,06:12:00,18:17:00
1474716918,24/09/2016,01:35:18,1.29,51.0,30.419735788131447,98.0,184.64,3.37,06:12:00,18:17:00
1474716626,24/09/2016,01:30:26,1.26,51.0,,98.0,186.28,4.5,06:12:00,18:17:00
1474716322,2016-09-24,01:25:22,1.26,51.0,30.530333829570655,98.0,185.87,5.62,06:12:00,18:17:00
1474716024,09-24-2016,01:20:24,1.22,,30.466774553923262,,185.87,4.5,06:12:00,18:17:00
1474715719,24/09/2016,01:15:19,12.1,51.0,30.482109532149817,,185.86,,06:12:00,18:17:00
1474715426,24/09/2016,01:10:26,1.23,51.0,30.480998631759256,98.0,185.78,4.5,06:12:00,18:13:00
1474714826,09-24-2016,01:00:26,12.4,52.0,30.452035316401002,97.0,184.74,4.5,06:12:00,18:17:00
1474714221,2016-09-24,00:50:21,1.23,,30.439860306112216,97.0,184.54,3.37,06:12:00,18:17:00
1474713921,09-24-2016,00:45:21,,52.0,30.473877964365563,97.0,184.54,2.25,06:12:00,18:17:00
1474713618,2016-09-24,00:40:18,1.25,53.0,30.529406978550348,97.0,184.54,2.25,06:12:00,18:17:00
1474713319,2016-09-24,00:35:19,1.24,53.0,30.433720301887043,97.0,184.54,2.25,06:12:00,18:17:00
1474713020,24/09/2016,00:30:20,1.23,53.0,30.504129131151895,97.0,184.54,2.25,06:12:00,18:17:00
1474712722,2016-09-24,00:25:22,1.22,54.0,30.504920752073016,,185.41,2.25,06:12:00,18:17:00
1474712421,09-24-2016,00:20:21,1.22,54.0,30.53779500042683,97.0,186.1,2.25,06:12:00,18:17:00
1474711821,24/09/2016,00:10:21,1.26,54.0,30.42597292783558,97.0,186.14,0.0,06:12:00,18:17:00
1474711520,2016-09-24,00:05:20,1.24,54.0,30.463216458848322,98.0,186.14,0.0,06:12:00,18:13:00
1474711222,09-24-2016,00:00:22,1.25,54.0,30.485888978000013,98.0,186.14,0.0,06:12:00,18:17:00
1474710919,2016-09-23,23:55:19,,54.0,30.436003046703384,98.0,186.14,0.0,06:12:00,18:13:00
1474710618,09-23-2016,23:50:18,1.26,530.0,30.4050767570543,,186.14,1.12,06:12:00,18:13:00
1474710323,2016-09-23,23:45:23,1.25,53.0,30.447918133048034,,119.22,2.25,06:12:00,18:18:00
1474710019,2016-09-23,23:40:19,1.25,53.0,30.4689020673096,99.0,117.45,0.0,06:12:00,18:18:00
1474709723,09-23-2016,23:35:23,,53.0,30.487669720583174,99.0,115.46,0.0,06:12:00,18:18:00
1474709420,23/09/2016,23:30:20,1.22,53.0,,98.0,157.27,4.5,06:12:00,18:18:00
1474709118,2016-09-23,23:25:18,1.27,53.0,30.474852590550473,98.0,189.16,3.37,06:12:00,18:18:00
1474708821,23/09/2016,23:20:21,1.23,53.0,30.446101277965717,98.0,249.87,2.25,06:12:00,18:18:00
1474708522,23/09/2016,23:15:22,12.4,54.0,30.433725868828805,98.0,249.89,2.25,06:12:00,18:18:00
1474708221,2016-09-23,23:10:21,1.25,53.0,30.47374360979701,,221.24,3.37,06:12:00,18:18:00
1474707923,2016-09-23,23:05:23,1.24,53.0,30.43929608456073,980.0,216.54,5.62,06:12:00,18:18:00
1474707621,2016-09-23,23:00:21,12.6,,30.441216741912783,99.0,144.34,3.37,06:12:00,18:18:00
1474707327,2016-09-23,22:55:27,1.25,53.0,30.428776549542793,99.0,166.37,5.62,06:12:00,18:13:00
1474707020,2016-09-23,22:50:20,1.21,53.0,30.51390034873152,,166.72,1.12,06:12:00,18:18:00
1474706720,23/09/2016,22:45:20,,53.0,30.570194596914373,100.0,168.01,3.37,06:12:00,18:18:00
1474706423,2016-09-23,22:40:23,,53.0,30.530400337730523,100.0,163.68,3.37,06:12:00,18:13:00
1474706123,09-23-2016,22:35:23,1.23,53.0,30.51033312958577,100.0,130.08,1.12,06:12:00,18:18:00
1474705820,23/09/2016,22:30:20,1.25,530.0,30.489722265496397,1000.0,152.83,3.37,06:12:00,18:18:00
1474705523,23/09/2016,22:25:23,1.26,53.0,30.59738551460777,100.0,65.59,2.25,06:12:00,18:18:00
1474705224,23/09/2016,22:20:24,1.26,53.0,30.546311987064918,101.0,122.91,1.12,06:12:00,18:18:00
1474704922,09-23-2016,22:15:22,1.26,,30.454780161008895,,124.99,1.12,06:12:00,18:18:00
1474704620,09-23-2016,22:10:20,1.26,53.0,30.450844713131456,101.0,111.26,1.12,06:12:00,18:18:00
1474704321,2016-09-23,22:05:21,1.22,54.0,30.518733614737723,,95.18,0.0,06:12:00,18:18:00
1474704023,09-23-2016,22:00:23,12.4,54.0,30.540326140747375,101.0,144.83,2.25,06:12:00,18:18:00
1474703721,23/09/2016,21:55:21,1.24,,30.51586565084997,,146.96,2.25,06:12:00,18:18:00
1474703422,2016-09-23,21:50:22,1.25,54.0,30.49217823902279,101.0,146.96,1.12,06:12:00,18:18:00
1474703119,2016-09-23,21:45:19,1.27,54.0,30.520023686055836,101.0,146.96,3.37,06:12:00,18:18:00
1474702819,09-23-2016,21:40:19,,54.0,30.48969896705063,101.0,146.96,4.5,06:12:00,18:18:00
1474702525,2016-09-23,21:35:25,1.25,53.0,30.484542482899442,101.0,145.53,2.25,06:12:00,18:18:00
1474702223,2016-09-23,21:30:23,,54.0,30.642211884260373,101.0,147.51,3.37,06:12:00,18:18:00
1474701922,23/09/2016,21:25:22,,54.0,30.463585809044513,101.0,151.51,3.37,06:12:00,18:18:00
1474701622,09-23-2016,21:20:22,1.22,54.0,30.517811462745158,101.0,132.88,3.37,06:12:00,18:18:00
1474701320,2016-09-23,21:15:20,,54.0,30.431243310550613,101.0,129.13,1.12,06:12:00,18:18:00
1474701021,09-23-2016,21:10:21,,54.0,30.504868679934095,101.0,129.12,0.0,06:12:00,18:18:00
1474700720,09-23-2016,21:05:20,1.25,54.0,30.711808066753957,101.0,129.12,0.0,06:12:00,18:18:00
1474700421,2016-09-23,21:00:21,12.5,54.0,30.44109248175394,1010.0,129.12,1.12,06:12:00,18:18:00
1474700118,2016-09-23,20:55:18,1.24,54.0,30.508696100925906,101.0,129.16,2.25,06:12:00,18:18:00
1474699824,09-23-2016,20:50:24,,54.0,30.40187094607394,101.0,128.02,1.12,06:12:00,18:18:00
1474699523,09-23-2016,20:45:23,1.26,54.0,30.423354172380563,101.0,134.3,0.0,06:12:00,18:18:00
1474699222,23/09/2016,20:40:22,1.25,54.0,30.40700108940326,101.0,134.3,2.25,06:12:00,18:18:00
1474698920,09-23-2016,20:35:20,1.25,54.0,30.471234548835724,101.0,134.31,2.25,06:12:00,18:18:00
1474698621,09-23-2016,20:30:21,1.25,54.0,30.446136079605278,101.0,132.89,1.12,06:12:00,18:18:00
1474698319,09-23-2016,20:25:19,1.26,54.0,30.456705019591332,101.0,135.18,,06:12:00,18:18:00
1474698021,09-23-2016,20:20:21,1.24,540.0,30.592892665769266,101.0,155.62,2.25,06:12:00,18:18:00
1474697725,2016-09-23,20:15:25,1.26,540.0,30.50681139483419,101.0,139.63,4.5,06:12:00,18:13:00
1474697420,2016-09-23,20:10:20,12.4,54.0,30.534487124409765,101.0,151.08,2.25,06:12:00,18:18:00
1474697119,2016-09-23,20:05:19,1.22,54.0,,101.0,95.08,,06:12:00,18:18:00
1474696819,23/09/2016,20:00:19,12.4,54.0,30.451223557564735,101.0,128.48,2.25,06:12:00,18:18:00
1474696522,23/09/2016,19:55:22,1.26,54.0,30.47893910165972,,114.84,3.37,06:12:00,18:18:00
1474696223,09-23-2016,19:50:23,1.27,54.0,30.46432159675865,101.0,75.88,2.25,06:12:00,18:13:00
1474695918,2016-09-23,19:45:18,1.27,54.0,30.56620612196156,101.0,77.77,1.12,06:12:00,18:18:00
1474695624,23/09/2016,19:40:24,1.26,54.0,30.44716946852723,101.0,90.61,3.37,06:12:00,18:18:00
1474695323,23/09/2016,19:35:23,1.24,54.0,30.443920366182702,101.0,81.62,3.37,06:12:00,18:18:00
1474695021,23/09/2016,19:30:21,,,30.465996192449083,101.0,69.29,5.62,06:12:00,18:18:00
1474694723,09-23-2016,19:25:23,12.7,54.0,30.38131431827021,101.0,68.36,2.25,06:12:00,18:18:00
1474694422,23/09/2016,19:20:22,1.25,54.0,30.438677583082647,,68.53,4.5,06:12:00,18:13:00
1474694124,23/09/2016,19:15:24,1.25,54.0,30.469879089630943,101.0,51.65,3.37,06:12:00,18:18:00
1474693819,23/09/2016,19:10:19,1.25,54.0,30.49590908362368,101.0,90.97,2.25,06:12:00,18:18:00
1474693521,2016-09-23,19:05:21,1.26,55.0,30.536780507087023,101.0,95.63,2.25,06:12:00,18:18:00
1474693222,09-23-2016,19:00:22,1.24,55.0,30.477429022090234,101.0,68.93,4.5,06:12:00,18:18:00
1474692923,2016-09-23,18:55:23,1.23,,30.386193729462516,101.0,99.54,3.37,06:12:00,18:18:00
1474692621,23/09/2016,18:50:21,,55.0,30.43630533314493,101.0,100.2,3.37,06:12:00,18:18:00
1474692319,09-23-2016,18:45:19,1.24,550.0,30.444687329636952,101.0,63.16,2.25,06:12:00,18:18:00
1474692024,2016-09-23,18:40:24,1.24,55.0,30.4458899358822,101.0,47.56,2.25,06:12:00,18:18:00
1474691724,23/09/2016,18:35:24,1.24,55.0,30.530846356952736,100.0,89.07,2.25,06:12:00,18:18:00
1474691422,23/09/2016,18:30:22,1.26,55.0,30.45460644680828,100.0,90.43,3.37,06:12:00,18:18:00
1474691119,2016-09-23,18:25:19,1.26,55.0,30.399498382003955,100.0,53.96,4.5,06:12:00,18:18:00
1474690822,23/09/2016,18:20:22,1.26,55.0,30.465730410242358,100.0,57.09,2.25,06:12:00,18:18:00
1474690521,23/09/2016,18:15:21,1.25,550.0,30.49450791901214,100.0,90.83,4.5,06:12:00,18:18:00
1474690223,2016-09-23,18:10:23,1.65,55.0,30.456401032568838,100.0,128.4,1.12,06:12:00,18:18:00
1474689921,09-23-2016,18:05:21,2.19,,30.479161837667853,100.0,75.23,3.37,06:12:00,18:18:00
1474689624,09-23-2016,18:00:24,4.05,55.0,30.425335136589375,,49.64,2.25,06:12:00,18:18:00
1474689322,09-23-2016,17:55:22,6.22,55.0,30.447721706007208,,8.34,2.25,06:12:00,18:13:00
1474689038,09-23-2016,17:50:38,8.11,55.0,30.443775211719768,101.0,42.63,3.37,06:12:00,18:18:00
1474688719,2016-09-23,17:45:19,,55.0,30.442061846547602,101.0,64.78,1.12,06:12:00,18:18:00
1474688420,23/09/2016,17:40:20,10.67,54.0,30.361884493020295,100.0,94.37,4.5,06:12:00,18:18:00
1474688120,23/09/2016,17:35:20,12.58,540.0,30.348997517768932,100.0,65.0,3.37,06:12:00,18:13:00
1474687822,23/09/2016,17:30:22,,55.0,30.527068628557654,100.0,68.48,2.25,06:12:00,18:13:00
1474687519,2016-09-23,17:25:19,149.8,55.0,30.421614372247085,,18.72,1.12,06:12:00,18:18:00
1474687220,23/09/2016,17:20:20,12.42,,30.446148849119048,100.0,49.85,7.87,06:12:00,18:18:00
1474686920,09-23-2016,17:15:20,10.74,55.0,30.39060408222762,100.0,30.63,3.37,06:12:00,18:18:00
1474686618,2016-09-23,17:10:18,12.92,55.0,30.440896643658316,100.0,65.8,2.25,06:12:00,18:18:00
1474686318,09-23-2016,17:05:18,17.69,56.0,30.409213749551956,,70.28,3.37,06:12:00,18:18:00
1474686018,23/09/2016,17:00:18,20.85,55.0,30.385788045688386,100.0,41.2,6.75,06:12:00,18:18:00
1474685721,2016-09-23,16:55:21,25.68,55.0,30.392719927300874,,108.63,,06:12:00,18:18:00
1474685421,2016-09-23,16:50:21,27.97,55.0,30.490618233637775,,91.66,6.75,06:12:00,18:18:00
1474685119,2016-09-23,16:45:19,26.9,55.0,30.357412074746893,1000.0,75.14,3.37,06:12:00,18:18:00
1474684824,23/09/2016,16:40:24,35.56,56.0,30.462167933603876,100.0,45.74,3.37,06:12:00,18:18:00
1474684520,23/09/2016,16:35:20,39.23,56.0,30.405327936823,100.0,74.06,7.87,06:12:00,18:18:00
1474684219,09-23-2016,16:30:19,49.38,,30.492030971103162,100.0,300.65,5.62,06:12:00,18:18:00
1474683919,2016-09-23,16:25:19,49.44,56.0,30.36028900692549,100.0,92.08,11.25,06:12:00,18:13:00
1474683622,23/09/2016,16:20:22,34.76,56.0,30.488334242492055,99.0,64.91,4.5,06:12:00,18:13:00
1474683323,09-23-2016,16:15:23,30.28,56.0,30.481763300908923,99.0,54.16,3.37,06:12:00,18:18:00
1474683022,2016-09-23,16:10:22,29.99,56.0,30.47996269428612,99.0,32.23,9.0,06:12:00,18:18:00
1474682723,23/09/2016,16:05:23,24.98,56.0,30.46624079951985,99.0,70.67,4.5,06:12:00,18:13:00
1474682419,23/09/2016,16:00:19,26.77,57.0,30.45588900719479,99.0,65.43,12.37,06:12:00,18:13:00
1474682123,09-23-2016,15:55:23,47.92,57.0,30.38823245623217,,359.83,7.87,06:12:00,18:18:00
1474681820,23/09/2016,15:50:20,80.96,57.0,30.435633746774975,,42.35,2.25,06:12:00,18:18:00
1474681522,23/09/2016,15:45:22,63.46,57.0,30.451215095239483,97.0,33.66,7.87,06:12:00,18:18:00
1474681221,23/09/2016,15:40:21,111.52,57.0,30.40006154074687,97.0,84.6,,06:12:00,18:18:00
1474680919,2016-09-23,15:35:19,,58.0,30.394093101222303,96.0,43.84,5.62,06:12:00,18:18:00
1474680623,23/09/2016,15:30:23,94.71,58.0,30.349589173564485,94.0,43.32,13.5,06:12:00,18:18:00
1474680323,09-23-2016,15:25:23,152.77,58.0,30.435862736239507,93.0,66.02,3.37,06:12:00,18:18:00
1474680022,2016-09-23,15:20:22,142.64,59.0,30.388231878079722,92.0,100.37,5.62,06:12:00,18:18:00
1474679720,23/09/2016,15:15:20,124.54,,30.370888782726997,91.0,25.39,10.12,06:12:00,18:18:00
1474679418,09-23-2016,15:10:18,84.63,60.0,30.491692868603565,83.0,31.72,4.5,06:12:00,18:18:00
1474679120,09-23-2016,15:05:20,86.85,61.0,30.448630262308157,80.0,123.12,5.62,06:12:00,18:18:00
1474678824,2016-09-23,15:00:24,946.3,61.0,30.329713840611923,,94.26,2.25,06:12:00,18:18:00
1474678518,09-23-2016,14:55:18,795.1999999999999,61.0,30.404088344206556,79.0,61.73,4.5,06:12:00,18:18:00
1474678219,23/09/2016,14:50:19,,62.0,30.43870550266669,81.0,125.94,6.75,06:12:00,18:18:00
1474677920,09-23-2016,14:45:20,236.1,61.0,30.468676917195477,,183.44,2.25,06:12:00,18:18:00
1474677621,23/09/2016,14:40:21,432.56,610.0,30.432182711875306,80.0,348.0,4.5,06:12:00,18:18:00
1474677319,09-23-2016,14:35:19,246.84,60.0,30.35824664422196,81.0,106.18,2.25,06:12:00,18:18:00
1474677023,2016-09-23,14:30:23,225.69,600.0,30.458273400337706,83.0,138.58,5.62,06:12:00,18:18:00
1474676721,23/09/2016,14:25:21,158.58,60.0,30.478538871629958,81.0,122.44,7.87,06:12:00,18:18:00
1474676421,23/09/2016,14:20:21,,60.0,30.37894766645386,81.0,167.42,3.37,06:12:00,18:18:00
1474676122,2016-09-23,14:15:22,113.1,60.0,30.34698734938514,83.0,140.55,4.5,06:12:00,18:13:00
1474675821,09-23-2016,14:10:21,117.45,60.0,30.39873084364569,82.0,131.23,5.62,06:12:00,18:18:00
1474675521,23/09/2016,14:05:21,146.35,600.0,30.365242480851144,82.0,127.75,6.75,06:12:00,18:18:00
1474675226,09-23-2016,14:00:26,196.76,60.0,30.3618047323822,81.0,138.26,7.87,06:12:00,18:18:00
1474674920,09-23-2016,13:55:20,,60.0,30.517471538610053,,100.04,6.75,06:12:00,18:18:00
1474674621,23/09/2016,13:50:21,1969.1999999999998,60.0,30.382419457699566,83.0,79.8,,06:12:00,18:18:00
1474674325,23/09/2016,13:45:25,234.07,60.0,30.43932741028921,84.0,90.99,6.75,06:12:00,18:18:00
1474674022,23/09/2016,13:40:22,780.8,59.0,30.42016285153761,85.0,181.99,4.5,06:12:00,18:18:00
1474673719,09-23-2016,13:35:19,,59.0,30.430141303217844,83.0,141.74,11.25,06:12:00,18:18:00
1474673423,23/09/2016,13:30:23,212.64,60.0,30.509444612563893,84.0,63.75,4.5,06:12:00,18:18:00
1474673121,2016-09-23,13:25:21,201.73,60.0,30.409863414681247,83.0,138.76,10.12,06:12:00,18:18:00
1474672825,23/09/2016,13:20:25,188.92,60.0,30.441564386903263,82.0,111.5,9.0,06:12:00,18:18:00
1474672520,09-23-2016,13:15:20,134.27,60.0,30.405412604471426,82.0,102.37,9.0,06:12:00,18:18:00
1474672220,2016-09-23,13:10:20,153.38,61.0,30.50710883714688,82.0,109.84,5.62,06:12:00,18:18:00
1474671921,2016-09-23,13:05:21,,610.0,30.43441862763353,82.0,63.37,9.0,06:12:00,18:18:00
1474671623,09-23-2016,13:00:23,229.99,62.0,30.43616330418259,82.0,67.49,3.37,06:12:00,18:18:00
1474671320,23/09/2016,12:55:20,307.8,61.0,30.374463615961393,82.0,130.32,7.87,06:12:00,18:18:00
1474671019,09-23-2016,12:50:19,393.29,61.0,30.393196651747747,83.0,29.23,5.62,06:12:00,18:13:00
1474670718,09-23-2016,12:45:18,412.59,60.0,30.34403858976543,86.0,95.87,6.75,06:12:00,18:18:00
1474670421,2016-09-23,12:40:21,,60.0,30.41676211154292,85.0,6.28,3.37,06:12:00,18:18:00
1474670118,23/09/2016,12:35:18,2983.2999999999997,600.0,30.491266942870077,85.0,110.22,7.87,06:12:00,18:18:00
1474669824,23/09/2016,12:30:24,259.37,60.0,30.46287357496941,85.0,73.39,6.75,06:12:00,18:18:00
1474669523,09-23-2016,12:25:23,222.39,60.0,30.453456925034846,85.0,119.22,7.87,06:12:00,18:18:00
1474669220,23/09/2016,12:20:20,181.93,61.0,30.47670594174934,85.0,121.03,12.37,06:12:00,18:18:00
1474668922,09-23-2016,12:15:22,179.84,61.0,30.361655915256538,850.0,111.97,6.75,06:12:00,18:18:00
1474668620,09-23-2016,12:10:20,248.27,62.0,30.536473598557414,82.0,124.92,5.62,06:12:00,18:18:00
1474668326,09-23-2016,12:05:26,587.78,62.0,30.52502282544698,85.0,127.16,15.75,06:12:00,18:18:00
1474668019,09-23-2016,12:00:19,1328.5,60.0,30.50658623427368,89.0,55.83,7.87,06:12:00,18:18:00
1474667721,09-23-2016,11:55:21,786.09,59.0,30.521753836929918,91.0,100.02,11.25,06:12:00,18:18:00
1474667421,09-23-2016,11:50:21,,59.0,30.441693884563282,94.0,73.51,3.37,06:12:00,18:18:00
1474667122,2016-09-23,11:45:22,665.15,58.0,30.497097329343667,94.0,63.16,5.62,06:12:00,18:18:00
1474666822,23/09/2016,11:40:22,,59.0,30.522002500606074,94.0,81.71,4.5,06:12:00,18:18:00
1474666522,09-23-2016,11:35:22,454.01,59.0,30.465706159754962,94.0,56.99,6.75,06:12:00,18:18:00
1474666219,2016-09-23,11:30:19,1020.81,59.0,30.46793046164509,94.0,55.28,7.87,06:12:00,18:18:00
1474665919,09-23-2016,11:25:19,625.34,600.0,30.480626168156718,93.0,93.7,7.87,06:12:00,18:18:00
1474665621,2016-09-23,11:20:21,700.9,61.0,30.470583468831656,92.0,59.46,9.0,06:12:00,18:18:00
1474665321,09-23-2016,11:15:21,1236.32,61.0,30.51575925043569,87.0,38.02,10.12,06:12:00,18:18:00
1474665023,23/09/2016,11:10:23,,62.0,30.457238564891373,83.0,58.62,11.25,06:12:00,18:18:00
1474664721,23/09/2016,11:05:21,,63.0,30.476330736514647,84.0,127.34,10.12,06:12:00,18:18:00
1474664420,2016-09-23,11:00:20,496.0,63.0,30.505265377464948,830.0,148.11,9.0,06:12:00,18:18:00
1474664123,09-23-2016,10:55:23,1069.95,62.0,30.51172385996416,85.0,131.91,10.12,06:12:00,18:18:00
1474663821,2016-09-23,10:50:21,1113.02,,30.37443254922257,87.0,60.13,4.5,06:12:00,18:18:00
1474663524,09-23-2016,10:45:24,996.62,,30.510636327067825,87.0,36.5,2.25,06:12:00,18:18:00
1474663223,2016-09-23,10:40:23,981.65,61.0,30.440516313864194,85.0,49.56,11.25,06:12:00,18:18:00
1474662923,2016-09-23,10:35:23,891.65,62.0,30.391454130850125,85.0,62.82,4.5,06:12:00,18:18:00
1474662626,2016-09-23,10:30:26,565.81,620.0,30.49656586765015,87.0,136.39,11.25,06:12:00,18:18:00
1474662325,23/09/2016,10:25:25,481.7,62.0,30.459959087544426,90.0,172.81,9.0,06:12:00,18:13:00
1474662024,09-23-2016,10:20:24,,61.0,30.553748281462692,,131.67,14.62,06:12:00,18:18:00
1474661721,09-23-2016,10:15:21,907.94,61.0,30.434129275499885,92.0,157.79,5.62,06:12:00,18:18:00
1474661421,09-23-2016,10:10:21,912.75,60.0,30.475594599220056,,146.93,9.0,06:12:00,18:18:00
1474661123,09-23-2016,10:05:23,928.91,59.0,30.435322380713743,94.0,157.1,4.5,06:12:00,18:18:00
1474660823,2016-09-23,10:00:23,802.11,59.0,30.365874271629014,,120.89,16.87,06:12:00,18:18:00
1474660523,09-23-2016,09:55:23,753.65,58.0,30.396985142177076,97.0,127.81,13.5,06:12:00,18:18:00
1474660222,2016-09-23,09:50:22,8022.3,58.0,30.534000185660783,100.0,72.3,2.25,06:12:00,18:13:00
1474659926,2016-09-23,09:45:26,,57.0,30.410535106162662,101.0,138.22,10.12,06:12:00,18:18:00
1474659623,2016-09-23,09:40:23,551.89,57.0,30.425652906976453,101.0,70.77,5.62,06:12:00,18:18:00
1474659326,09-23-2016,09:35:26,826.05,560.0,30.484776846920685,101.0,98.4,10.12,06:12:00,18:18:00
1474659023,2016-09-23,09:30:23,717.26,55.0,30.45146964771278,101.0,123.31,9.0,06:12:00,18:18:00
1474658726,23/09/2016,09:25:26,803.58,55.0,30.445805326384598,100.0,55.47,4.5,06:12:00,18:18:00
1474658425,23/09/2016,09:20:25,,55.0,30.509191984819008,100.0,71.45,3.37,06:12:00,18:18:00
1474658121,2016-09-23,09:15:21,232.9,55.0,30.46184330014217,100.0,21.48,5.62,06:12:00,18:18:00
1474657824,2016-09-23,09:10:24,227.87,55.0,30.453445086400286,1000.0,16.09,7.87,06:12:00,18:18:00
1474657518,09-23-2016,09:05:18,157.22,55.0,30.498389661277578,1000.0,107.21,7.87,06:12:00,18:18:00
1474657223,09-23-2016,09:00:23,174.95,55.0,30.573179352103825,100.0,35.66,6.75,06:12:00,18:18:00
1474656922,09-23-2016,08:55:22,,540.0,30.449645642835872,100.0,15.45,5.62,06:12:00,18:18:00
1474656621,23/09/2016,08:50:21,,54.0,30.459096918165436,99.0,71.11,2.25,06:12:00,18:13:00
1474656322,2016-09-23,08:45:22,149.97,55.0,30.476235725835693,99.0,75.75,5.62,06:12:00,18:18:00
1474656024,09-23-2016,08:40:24,143.4,55.0,30.519370501028728,99.0,49.8,7.87,06:12:00,18:18:00
1474655726,2016-09-23,08:35:26,179.84,55.0,30.490499375532185,99.0,49.8,3.37,06:12:00,18:18:00
1474655425,2016-09-23,08:30:25,159.68,55.0,30.477283298468514,100.0,120.92,9.0,06:12:00,18:18:00
1474655130,2016-09-23,08:25:30,211.62,550.0,,,114.54,,06:12:00,18:18:00
1474654821,2016-09-23,08:20:21,113.9,55.0,30.45282753321951,100.0,160.38,7.87,06:12:00,18:18:00
1474654523,2016-09-23,08:15:23,189.55,55.0,30.425494221220646,101.0,106.77,4.5,06:12:00,18:18:00
1474654222,2016-09-23,08:10:22,317.76,54.0,30.502567399323926,101.0,103.24,11.25,06:12:00,18:18:00
1474653919,23/09/2016,08:05:19,420.58,,,101.0,58.32,5.62,06:12:00,18:18:00
1474653619,09-23-2016,08:00:19,316.31,53.0,30.427463095536325,101.0,128.07,10.12,06:12:00,18:18:00
1474653324,09-23-2016,07:55:24,,53.0,30.468396385908328,101.0,94.04,5.62,06:12:00,18:13:00
1474653024,2016-09-23,07:50:24,,,30.465614311021863,101.0,140.24,2.25,06:12:00,18:18:00
1474652723,2016-09-23,07:45:23,154.81,52.0,30.527896749750926,101.0,130.68,1.12,06:12:00,18:18:00
1474652420,09-23-2016,07:40:20,143.49,52.0,30.474334568796134,100.0,120.66,1.12,06:12:00,18:18:00
1474652125,23/09/2016,07:35:25,118.02,53.0,30.293374128312433,101.0,167.41,6.75,06:12:00,18:18:00
1474651819,09-23-2016,07:30:19,,53.0,30.40016570691053,101.0,84.09,3.37,06:12:00,18:18:00
1474651520,23/09/2016,07:25:20,92.85,53.0,30.476063316462035,101.0,63.76,2.25,06:12:00,18:18:00
1474651219,23/09/2016,07:20:19,86.56,53.0,30.40061229097582,101.0,88.99,6.75,06:12:00,18:18:00
1474650923,2016-09-23,07:15:23,62.53,53.0,30.415178175078225,101.0,41.66,1.12,06:12:00,18:18:00
1474650622,09-23-2016,07:10:22,52.18,53.0,30.5203098925632,100.0,100.72,1.12,06:12:00,18:18:00
1474650320,2016-09-23,07:05:20,,53.0,30.41054130794211,100.0,143.69,4.5,06:12:00,18:18:00
1474650025,23/09/2016,07:00:25,57.37,53.0,30.417765916939093,100.0,89.85,3.37,06:12:00,18:18:00
1474649722,23/09/2016,06:55:22,34.56,53.0,30.344074156178642,100.0,56.8,4.5,06:12:00,18:18:00
1474649418,09-23-2016,06:50:18,26.65,530.0,30.3795543645096,100.0,91.2,2.25,06:12:00,18:18:00
